name,ra,dec,V,CaHK_0,CaHKerr,FeH_pris,FeH_FERRE,FeH_FERRE_err,temp_FERRE,temp_FERRE_err,logg_FERRE,logg_FERRE_err,C_Fe_FERRE,C_Fe_FERRE_err,q_flag,c_flag,prev_obs
P254.7634+17.2191,254.76345825,17.21901321,16.354,16.781,0.021,-3.31,-3.00,0.21,5707,112,4.0,0.5,0.19,0.62,X,-1,nan
P254.8510+11.2912,254.85090637,11.29113865,15.846,16.124,0.020,-2.48,-2.16,0.20,6241,112,4.5,0.5,0.34,0.53,X,-1,nan
P254.8952+11.7057,254.89524841,11.70571709,16.722,17.449,0.021,-3.00,-3.18,0.20,5298,100,1.0,0.5,1.81,0.50,X,1,nan
P254.9046+45.3699,254.90463257,45.36989212,15.940,16.708,0.021,-3.21,-2.52,0.21,5090,112,1.3,0.6,0.53,0.52,X,1,nan
P255.0355+11.5503,255.03550720,11.55035019,15.956,16.318,0.020,-2.58,-2.17,0.20,6088,102,4.5,0.5,0.43,0.41,X,-1,nan
P255.0455+15.4236,255.04554749,15.42366695,16.651,16.934,0.021,-2.85,-2.62,0.21,5602,102,1.3,0.5,-0.29,0.62,X,-1,nan
P255.0852+17.0824,255.08525085,17.08239365,16.314,16.492,0.021,-3.08,-2.25,0.21,6689,108,5.0,0.5,-0.23,0.71,X,-1,nan
P255.1390+11.3261,255.13899231,11.32607746,17.171,17.769,0.023,-2.99,-0.17,0.20,5762,101,2.9,0.5,-1.96,0.50,T,-1,nan
P255.1646+17.7865,255.16455078,17.78646469,16.747,16.950,0.022,-3.13,-2.20,0.21,6152,120,4.5,0.5,-0.31,0.51,X,-1,nan
P255.2646+16.9117,255.26460266,16.91172981,16.752,17.527,0.022,-2.88,-2.00,0.20,5432,100,1.0,0.5,1.14,0.50,X,1,nan
P255.2944+12.4421,255.29446411,12.44211388,16.352,16.926,0.021,-2.81,-1.64,0.20,5835,100,5.0,0.5,-0.59,0.40,X,-1,nan
P255.2984+17.7982,255.29841614,17.79812241,15.778,16.050,0.021,-2.50,-2.00,0.20,6022,103,3.9,0.5,0.11,0.51,X,-1,nan
P255.3093+12.1280,255.30924988,12.12801647,16.939,17.494,0.022,-2.89,-2.48,0.20,5556,107,3.6,0.5,0.32,0.31,X,-1,nan
P255.3122+49.7133,255.31217957,49.71332932,16.196,16.685,0.021,-2.52,-3.08,0.20,6073,102,5.0,0.5,-0.07,0.65,X,-1,nan
P255.3467+18.2409,255.34672546,18.24093246,15.237,16.165,0.020,-4.00,-0.14,0.20,5595,100,4.9,0.5,-1.95,0.50,X,-1,nan
P255.5591+16.9502,255.55906677,16.95018387,16.428,16.934,0.021,-2.90,-2.63,0.21,5338,103,1.3,0.6,0.84,0.38,X,1,nan
P255.6288+11.0749,255.62875366,11.07497787,15.959,16.177,0.021,-2.55,-2.45,0.20,6290,104,4.7,0.5,1.15,0.40,X,-1,nan
P255.7234+10.8712,255.72341919,10.87126064,17.151,17.681,0.023,-2.85,-1.97,0.20,5447,100,1.0,0.5,-0.86,0.54,X,-1,nan
P255.8043+10.8443,255.80433655,10.84422493,14.343,14.513,0.020,-2.84,-2.44,0.20,6452,104,4.9,0.5,-0.20,0.50,X,-1,nan
P255.8743+11.3281,255.87429810,11.32814121,16.710,17.304,0.022,-3.24,-2.35,0.20,5421,100,1.0,0.5,1.10,0.40,X,-1,nan
P255.8884+11.4341,255.88838196,11.43404198,16.515,16.681,0.021,-2.86,-2.69,0.20,5839,102,1.0,0.5,0.63,0.84,X,-1,nan
P255.9019+10.7417,255.90190125,10.74168301,17.392,17.480,0.023,-3.22,-3.42,0.20,5941,102,1.0,0.5,0.32,0.90,X,-1,nan
P256.0094+15.0334,256.00933838,15.03347492,17.168,17.381,0.022,-3.18,-2.59,0.20,5548,101,1.0,0.5,1.11,0.51,X,-1,nan
P256.0374+17.0031,256.03741455,17.00315094,16.510,17.126,0.022,-2.97,-2.64,0.21,5552,117,3.6,0.5,0.31,0.24,X,-1,nan
P256.0388+17.7273,256.03878784,17.72722244,17.067,17.235,0.022,-3.15,-2.50,0.21,6262,113,4.8,0.5,-0.14,0.60,X,-1,nan
P256.0730+11.4237,256.07299805,11.42368317,16.275,16.865,0.021,-3.10,-2.35,0.20,5261,102,2.0,0.6,0.25,0.22,X,1,nan
P256.1648+11.0398,256.16476440,11.03977776,17.323,17.861,0.024,-2.83,-2.49,0.20,5494,101,1.0,0.5,1.34,0.50,X,-1,nan
P256.3588+41.9350,256.35882568,41.93495560,15.514,16.720,0.020,-3.04,-2.25,0.20,5187,107,2.1,0.5,-0.22,0.41,X,1,nan
P256.3607+41.9349,256.36071777,41.93488312,15.756,16.231,0.020,-3.30,-2.98,0.21,5983,118,4.1,0.5,1.17,0.41,X,-1,nan
P256.3912+11.3892,256.39117432,11.38924122,17.381,17.553,0.022,-2.87,-3.18,0.20,5638,100,1.0,0.5,0.06,0.90,X,-1,nan
P256.4064+11.0899,256.40637207,11.08989143,15.723,16.093,0.021,-2.82,-2.87,0.21,5947,107,5.0,0.5,0.02,0.53,X,-1,nan
P256.4197+43.3401,256.41967773,43.34012604,15.372,15.897,0.020,-3.68,-0.95,0.20,6064,101,4.1,0.5,-1.20,0.40,X,-1,nan
P256.4780+45.5014,256.47796631,45.50141144,15.933,16.624,0.020,-3.04,-2.37,0.21,5512,107,3.3,0.5,0.38,0.40,X,-1,nan
P256.5237+12.5285,256.52368164,12.52848625,17.215,17.381,0.022,-3.04,-2.70,0.20,5790,101,1.0,0.5,-0.03,0.75,X,-1,nan
P256.6468+41.4043,256.64675903,41.40432739,15.434,16.159,0.020,-3.36,-2.74,0.20,5639,105,3.9,0.5,0.53,0.40,X,-1,nan
P256.6988+45.1252,256.69879150,45.12515259,15.963,16.507,0.020,-2.38,-2.27,0.20,6102,104,5.0,0.5,-0.56,0.48,X,-1,nan
P256.8185+10.7209,256.81845093,10.72083855,17.424,17.531,0.023,-3.20,-2.86,0.20,5745,101,1.0,0.5,0.38,0.86,X,-1,nan
P256.8421+10.9206,256.84213257,10.92057800,16.213,16.757,0.021,-3.02,-2.08,0.20,5609,107,3.5,0.5,0.23,0.51,X,-1,nan
P256.8803+10.6805,256.88024902,10.68049717,16.817,16.925,0.022,-3.16,-2.46,0.21,6324,111,4.9,0.5,-0.33,0.57,X,-1,nan
P257.0191+11.6662,257.01907349,11.66620827,15.686,15.960,0.020,-2.94,-2.00,0.20,4750,100,3.7,0.5,-0.67,0.50,T,-1,nan
P257.0219+10.6232,257.02185059,10.62319183,17.068,17.141,0.022,-2.98,-2.45,0.20,6093,106,4.3,0.5,-0.56,0.41,X,-1,nan
P257.0307+10.6030,257.03067017,10.60291672,17.027,17.104,0.022,-2.80,-3.00,0.20,5617,101,1.0,0.5,0.12,0.65,X,-1,nan
P257.2746+13.5894,257.27456665,13.58938026,15.417,15.836,0.020,-2.59,-1.73,0.20,5901,104,1.1,0.5,0.32,0.51,X,-1,nan
P257.3131+12.8939,257.31307983,12.89393044,15.310,15.821,0.020,-3.04,-2.80,0.21,5281,113,2.5,0.7,0.43,0.54,X,1,nan
P257.3659+11.4131,257.36593628,11.41305542,15.500,15.950,0.020,-2.40,-2.53,0.20,5326,105,1.1,0.5,1.08,0.41,X,-1,nan
P257.5038+42.8968,257.50381470,42.89679718,16.133,16.546,0.020,-2.64,-2.45,0.20,6285,103,5.0,0.5,-0.38,0.56,X,-1,nan
P257.5511+42.1743,257.55105591,42.17428207,14.590,15.343,0.020,-3.58,-2.47,0.20,5087,101,1.0,0.5,-0.10,0.41,X,1,nan
P257.5671+10.6079,257.56707764,10.60794449,16.986,17.098,0.022,-2.84,-3.04,0.20,5745,101,1.0,0.5,0.31,0.80,X,-1,nan
P257.5874+11.5247,257.58740234,11.52473354,17.053,17.139,0.022,-2.98,-2.19,0.22,6633,124,4.7,0.5,1.35,0.52,X,-1,nan
P257.7137+11.5122,257.71371460,11.51216984,15.078,15.475,0.020,-2.28,-2.61,0.20,5329,101,1.1,0.5,1.02,0.31,X,1,nan
P257.7341+10.9472,257.73410034,10.94721985,15.378,16.696,0.021,-2.76,-2.40,0.21,5192,107,1.5,0.6,-0.03,0.42,X,1,nan
P258.1048+40.5405,258.10482788,40.54046249,16.062,16.343,0.020,-2.91,-3.76,0.76,6283,313,4.0,1.0,0.81,1.05,X,-1,nan
P258.7377+43.6913,258.73767090,43.69126511,16.130,16.527,0.020,-3.02,-2.71,0.21,6023,107,5.0,0.5,0.11,0.53,X,-1,nan
P260.8698+40.5660,260.86981201,40.56599808,16.457,16.834,0.021,-2.41,-2.35,0.21,5953,113,3.7,0.6,-0.62,0.53,X,-1,nan
A_P10.2256+25.74053001,10.22566223,25.74053001,14.046,14.390,0.020,-2.87,-0.76,0.20,7094,100,1.9,0.5,-0.40,0.33,X,-1,nan
A_P110.0459+43.05222702,110.04599760,43.05222702,13.517,14.160,0.020,-3.11,-2.70,0.20,5374,113,2.2,0.7,0.72,0.43,X,-1,nan
A_P110.2889+42.63631821,110.28892520,42.63631821,13.729,14.810,0.020,-2.77,-0.56,0.20,5931,102,3.9,0.5,-1.82,0.50,X,-1,nan
A_P110.4208+40.89477539,110.42086790,40.89477539,14.468,15.120,0.020,-2.21,-3.00,0.22,4859,122,1.4,0.7,-0.14,0.61,T,-1,nan
A_P110.9137+41.82473755,110.91373440,41.82473755,14.492,14.787,0.020,-2.34,-2.50,0.29,6081,192,4.6,0.6,1.09,0.51,T,-1,nan
A_P113.5684+45.57988739,113.56842800,45.57988739,14.111,14.635,0.020,-2.28,-1.31,0.20,6271,102,3.6,0.5,-0.61,0.40,X,-1,nan
A_P113.9255+46.60155106,113.92551420,46.60155106,13.953,14.358,0.020,-2.43,-1.78,0.20,6193,101,4.0,0.5,-0.24,0.50,T,-1,nan
A_P12.2574+29.93006897,12.25743294,29.93006897,12.934,13.215,0.020,-3.15,-2.21,0.23,6343,156,4.7,0.5,-0.40,0.65,X,-1,nan
A_P13.1774+30.46276665,13.17746639,30.46276665,13.287,13.532,0.020,-3.47,-2.48,0.25,5985,163,4.6,0.6,-0.26,0.65,T,-1,nan
A_P2.6153+29.64301682,2.61500835,29.64301682,13.630,14.629,0.020,-3.16,-2.00,0.20,5140,101,4.8,0.5,-0.16,0.50,T,-1,nan
A_P22.1693+32.05769348,22.16938400,32.05769348,14.225,14.932,0.020,-2.80,-0.51,0.20,6216,102,3.8,0.5,-1.84,0.50,T,-1,nan
A_P38.5026+29.80238914,38.50263596,29.80238914,14.056,15.010,0.020,-2.98,-1.73,0.20,4972,104,2.7,0.5,-0.32,0.50,X,-1,nan
P001.0897+28.1144,1.08969581,28.11440468,15.995,16.344,0.020,-2.52,-2.61,0.21,5508,108,1.1,0.5,0.79,0.71,X,-1,nan
P015.4136+25.4417,15.41363335,25.44184113,15.319,15.660,0.020,-2.84,-2.81,0.21,5947,105,5.0,0.5,-0.16,0.53,X,-1,nan
P037.6611+26.3020,37.66114426,26.30197525,15.149,15.562,0.020,-2.63,-1.17,0.20,4508,104,2.7,0.5,-1.39,0.50,T,-1,nan
P038.7655+27.8282,38.76549530,27.82818794,15.332,15.911,0.020,-2.48,-1.45,0.20,4240,108,4.3,0.5,-0.51,0.50,T,-1,LAMOST
P110.0853+41.4773,110.08531952,41.47734451,15.010,15.547,0.020,-3.61,-0.40,0.20,6139,101,2.7,0.5,-2.23,0.50,X,-1,nan
P110.1823+41.3930,110.18234253,41.39295578,15.030,15.647,0.020,-2.46,-1.61,0.20,5700,101,3.9,0.5,-0.49,0.50,X,-1,nan
P111.5918+44.0814,111.59181213,44.08138275,15.046,15.878,0.020,-2.68,-0.14,0.20,6206,101,3.6,0.5,-2.32,0.50,X,-1,nan
P112.1799+44.8260,112.17990112,44.82601929,15.091,15.250,0.020,-3.54,-0.31,0.20,6894,106,2.6,0.5,-2.57,0.40,X,-1,LAMOST
P112.7667+45.7018,112.76671600,45.70180511,15.162,15.408,0.020,-2.35,-0.74,0.20,6339,102,3.8,0.5,-1.14,0.50,X,-1,nan
P113.0286+45.6630,113.02860260,45.66302872,15.106,15.664,0.020,-2.94,-0.56,0.20,6454,102,2.9,0.5,-1.80,0.50,X,-1,nan
P113.3201+46.3782,113.32009888,46.37816238,15.265,15.393,0.020,-3.46,0.49,0.20,7993,103,1.3,0.5,-2.30,0.66,T,-1,nan
P113.5357+46.8186,113.53566742,46.81859589,15.031,15.195,0.020,-2.57,-0.58,0.20,6631,111,2.7,0.5,-1.98,0.42,X,-1,LAMOST
P114.0770+47.4464,114.07704926,47.44635773,15.046,15.296,0.020,-3.78,-0.49,0.20,6618,117,2.9,0.5,-2.12,0.41,X,-1,nan
P121.2823+26.0696,121.28230286,26.06960297,11.760,12.835,0.020,-3.07,-0.60,0.20,6448,100,2.5,0.5,-2.05,0.50,X,-1,nan
P153.1543+13.7081,153.15428162,13.70810032,12.132,13.435,0.020,-3.15,-2.77,0.20,5029,103,1.1,0.5,0.00,0.51,X,1,nan
P180.7460+15.9129,180.74603271,15.91286087,16.097,16.369,0.020,-3.14,-3.28,0.21,6200,115,5.0,0.5,0.08,0.75,X,-1,nan
P180.8995+16.3261,180.89950000,16.32607000,11.770,12.616,0.020,-3.90,-0.30,0.20,5508,100,2.8,0.5,-1.83,0.50,X,-1,LAMOST
P183.1117+16.3604,183.11172000,16.36042000,12.686,13.105,0.020,-3.78,-0.42,0.20,5739,100,4.3,0.5,-1.80,0.50,X,-1,nan
P183.6216+00.4393,183.62157000,0.43933000,14.035,14.366,0.020,-2.58,-2.20,0.20,6182,105,4.8,0.5,0.16,0.31,X,-1,nan
P184.1161+02.4709,184.11608887,2.47084451,15.881,16.280,0.020,-3.34,-2.67,0.21,6152,112,4.4,0.5,0.50,0.59,X,-1,LAMOST
P190.5856+08.5846,190.58563000,8.58460000,11.942,12.440,0.020,-2.88,-0.67,0.20,5777,100,4.2,0.5,-1.54,0.50,X,-1,nan
P190.6256+08.3941,190.62562000,8.39413000,14.101,14.670,0.020,-3.14,-0.92,0.20,5777,100,4.3,0.5,-1.23,0.50,X,-1,LAMOST
P194.8939+44.8839,194.89390564,44.88390732,12.479,13.335,0.020,-3.57,-1.92,0.20,5781,100,4.6,0.5,-0.02,0.30,T,-1,nan
P199.5887+06.1780,199.58867000,6.17797000,11.858,12.422,0.020,-2.81,-1.98,0.20,5381,103,3.3,0.5,0.12,0.30,X,-1,LAMOST
P199.7691+06.1012,199.76907000,6.10118000,12.579,13.015,0.020,-3.37,-2.01,0.20,5567,101,3.5,0.5,0.15,0.20,X,1,nan
P201.9895+11.0755,201.98945618,11.07553577,15.776,23.583,0.021,-2.09,-2.15,0.21,5366,112,2.4,0.6,0.40,0.51,X,-1,nan
P203.3572+07.2293,203.35721000,7.22934000,12.762,13.039,0.020,-2.96,-2.00,0.20,6045,100,4.5,0.5,0.11,0.20,X,-1,nan
P204.4663+07.0467,204.46635437,7.04672480,15.328,15.854,0.020,-2.89,-1.85,0.20,5930,104,1.8,0.5,-0.45,0.49,X,-1,LAMOST
P205.9276+01.2367,205.92760000,1.23669000,14.286,14.858,0.020,-2.96,-2.39,0.20,5564,105,4.3,0.5,0.17,0.40,X,-1,nan
P208.1552+09.3934,208.15515137,9.39340305,15.291,16.184,0.020,-4.00,-0.76,0.20,5583,110,3.6,0.5,-1.57,0.51,X,-1,nan
P209.1601+12.4482,209.16006000,12.44823000,13.430,14.312,0.020,-3.04,-2.38,0.20,5164,102,1.7,0.5,0.45,0.41,X,1,nan
P212.2541+11.4580,212.25408000,11.45800000,12.797,14.191,0.020,-3.21,-0.87,0.20,5502,100,1.0,0.5,-1.36,0.40,X,-1,LAMOST
P212.4100+12.4093,212.41004000,12.40934000,13.624,14.430,0.020,-2.78,-2.32,0.20,5181,101,1.8,0.5,0.47,0.31,X,1,nan
P213.5300+09.1663,213.52998000,9.16634000,14.015,14.221,0.020,-3.10,-2.69,0.22,6468,117,4.9,0.5,-0.17,0.68,X,-1,nan
P213.7879+08.4232,213.78785706,8.42320538,14.807,22.227,0.020,-3.14,-2.57,0.20,5327,102,1.3,0.5,0.95,0.40,X,-1,nan
P217.5049+14.2313,217.50485229,14.23133850,14.864,15.549,0.020,-3.33,-2.71,0.21,5446,124,3.3,0.7,0.10,0.52,T,-1,nan
P217.8548+07.2112,217.85485000,7.21118000,12.259,12.909,0.020,-3.09,-2.57,0.20,5231,100,1.1,0.5,1.05,0.20,X,1,nan
P218.4256+07.5213,218.42560000,7.52130000,14.187,15.185,0.020,-2.79,-0.52,0.20,5877,100,3.0,0.5,-1.81,0.50,X,-1,LAMOST
P218.8124+06.3301,218.81239000,6.33006000,14.077,14.665,0.020,-3.15,-2.39,0.20,5387,101,1.1,0.5,0.29,0.53,X,-1,nan
P220.1088+06.9316,220.10877000,6.93158000,12.672,13.309,0.020,-2.92,-2.38,0.20,5254,100,2.2,0.5,-0.03,0.40,X,1,nan
P221.3987+15.9217,221.39872742,15.92172241,16.448,23.651,0.021,-3.34,-2.45,0.21,5813,109,2.5,0.6,-0.13,0.63,X,-1,nan
P221.6693+12.8215,221.66917419,12.82154179,15.997,16.388,0.020,-2.72,-3.29,0.20,6322,103,4.9,0.5,0.57,0.72,X,-1,nan
P222.8857+13.7620,222.88573511,13.76205141,0.000,14.306,0.020,0.00,-2.77,0.20,5962,101,5.0,0.5,0.09,0.22,X,-1,nan
P226.3807+10.2355,226.38063049,10.23544121,15.973,16.579,0.021,-3.06,-2.76,0.20,5674,111,4.3,0.5,0.31,0.41,X,-1,nan
P226.8335+09.6039,226.83346558,9.60387802,15.787,16.493,0.020,-3.61,-2.29,0.21,5824,108,5.0,0.5,0.40,0.50,X,-1,nan
P227.2895+01.3378,227.28948975,1.33780277,13.680,14.463,0.020,-1.84,-0.60,0.20,6058,102,3.3,0.5,-1.80,0.50,X,-1,nan
P229.8912+00.1105,229.89117432,0.11051944,14.095,14.919,0.020,-3.50,-0.20,0.20,5897,100,3.2,0.5,-2.20,0.50,X,-1,nan
P230.2824+06.8092,230.28240967,6.80916929,17.095,24.423,0.023,-2.93,-2.10,0.21,6001,108,4.9,0.5,0.02,0.43,X,-1,nan
P230.4662+06.5251,230.46624756,6.52514458,14.165,15.003,0.020,-3.54,-2.27,0.20,5575,101,5.0,0.5,0.16,0.40,X,-1,nan
P230.8834+07.0133,230.88342285,7.01329422,14.977,15.824,0.020,-2.48,-2.10,0.21,5245,144,3.5,0.6,0.08,0.52,X,1,nan
P230.9962+07.4789,230.99615479,7.47886658,15.942,15.659,0.020,-99.99,-2.00,0.20,5564,101,4.1,0.5,-0.02,0.30,X,-1,nan
P231.0319+06.4866,231.03189087,6.48664713,14.255,15.047,0.020,-3.60,-2.00,0.20,5096,104,4.2,0.5,-0.27,0.50,X,-1,LAMOST
P231.2817+06.4018,231.28172302,6.40175533,14.298,14.990,0.020,-3.47,-0.33,0.20,6285,102,3.5,0.5,-2.18,0.50,X,-1,LAMOST
P232.4748+08.0800,232.47477000,8.08004000,12.790,13.500,0.020,-3.13,-2.85,0.20,5234,101,1.1,0.5,1.09,0.30,X,1,nan
P232.8039+06.1178,232.80392456,6.11782503,14.763,15.746,0.020,-1.72,-2.93,0.20,4812,102,1.0,0.5,-0.44,0.46,X,-1,nan
P232.9988+06.1310,232.99882507,6.13103056,15.429,23.412,0.021,-2.12,-2.16,0.20,5117,109,2.0,0.5,0.03,0.51,X,1,nan
P233.1730+07.3983,233.17301000,7.39831000,14.637,14.753,0.020,-2.93,-2.42,0.20,6332,103,4.9,0.5,-0.19,0.65,X,-1,nan
P233.3986+06.3041,233.39857000,6.30413000,13.349,14.419,0.020,-2.66,-2.77,0.20,5107,101,1.0,0.5,0.73,0.40,X,1,nan
P233.6388+13.6316,233.63871765,13.63159752,16.202,16.552,0.021,-3.19,-2.28,0.20,6341,101,5.0,0.5,0.36,0.45,X,-1,nan
P235.1655+10.5757,235.16553000,10.57566000,13.701,14.139,0.020,-2.98,-2.67,0.20,5358,102,1.6,0.6,0.82,0.33,X,1,nan
P236.3425+07.1781,236.34253000,7.17807000,14.111,14.571,0.020,-3.34,-2.71,0.20,5269,105,1.9,0.7,0.63,0.47,X,1,nan
P236.7139+09.6084,236.71390000,9.60840000,14.444,15.214,0.020,-3.77,-0.86,0.20,5655,102,3.6,0.5,-1.48,0.40,X,-1,nan
P236.9835+09.5045,236.98350000,9.50450000,15.435,16.209,0.020,-3.07,-0.70,0.20,5835,103,3.3,0.5,-1.56,0.50,X,-1,nan
P237.0704+07.1526,237.07038879,7.15256929,16.998,17.706,0.020,-3.85,-1.93,0.20,5627,103,3.4,0.5,0.11,0.20,X,-1,nan
P237.5278+12.2989,237.52780000,12.29890000,14.759,16.176,0.020,-2.99,-0.33,0.20,5990,105,3.5,0.5,-2.02,0.51,X,-1,nan
P237.8581+07.1456,237.85815000,7.14562000,13.728,13.999,0.020,-3.71,-3.15,0.20,5949,103,4.9,0.5,0.15,0.59,X,-1,nan
P238.6622+13.7036,238.66220000,13.70360000,15.074,16.082,0.020,-3.09,-2.53,0.26,5329,183,2.1,0.8,0.09,0.73,X,-1,nan
P238.9429+06.2586,238.94292000,6.25859000,13.583,13.985,0.020,-2.82,-2.07,0.21,5745,104,2.1,0.5,-0.45,0.60,X,-1,nan
P240.2674+11.4682,240.26740000,11.46820000,15.140,15.549,0.020,-2.29,-2.36,0.20,5997,108,4.9,0.5,0.53,0.50,X,-1,nan
P240.8957+08.4476,240.89569092,8.44759178,16.121,16.935,0.020,-3.52,-0.26,0.20,5602,100,4.9,0.5,-1.67,0.40,X,-1,nan
P241.0830+06.1395,241.08302000,6.13951000,11.964,12.206,0.020,-2.73,-1.97,0.20,5882,100,4.6,0.5,0.14,0.20,X,-1,nan
P241.8127+13.2096,241.81268311,13.20965862,15.646,16.109,0.020,-3.41,-1.49,0.20,5780,112,3.6,0.5,-0.53,0.51,X,-1,nan
P242.0103+12.8958,242.01030000,12.89580000,14.590,15.607,0.020,-2.85,-0.66,0.20,5670,101,3.1,0.5,-1.75,0.50,X,-1,nan
P242.8095+15.5150,242.80950000,15.51500000,15.255,15.789,0.020,-3.86,-2.02,0.20,5352,103,1.7,0.6,0.41,0.43,X,-1,nan
P243.4204+13.9614,243.42040000,13.96140000,15.106,15.571,0.020,-3.68,-1.25,0.20,5714,136,3.3,0.6,-1.16,0.52,X,-1,nan
