LAMOST,Sname,RAdeg,DEdeg,Teff_li,e_Teff_li,logg_li,e_logg_li,FeH_li,e_FeH_li,sng,rv,rv_err
J121724.10+310729.3,"spec-56746-HD121251N314746M01_sp08-150  ",184.35042,31.124817,6438.5,149.3,3.47,0.61,-3.46,0.21,31.2,-33.99,5.76
J121724.12+310729.4,"spec-55919-B5591906_sp15-187            ",184.35052,31.124832,6537.3,135.1,3.63,0.53,-2.99,0.22,23.5,4.35,6.84
J121726.89+445122.9,"spec-56414-HD122456N425117F01_sp16-046  ",184.36205,44.85637,5946.3,217.1,3.49,0.5,-2.2,0.17,30.1,-132.41,6.84
J121747.20+483533.1,"spec-57062-HD122233N482110B01_sp03-169  ",184.44667,48.592533,6500.0,150.0,3.58,0.58,-2.64,0.24,25.8,9.99,5.96
J121748.05+383928.5,"spec-56359-HD121906N401846F01_sp01-051  ",184.45023,38.65791,5948.1,182.2,3.92,0.47,-2.51,0.24,18.4,-54.22,7.82
J121748.44+070249.1,"spec-57091-HD121955N054017V01_sp15-156  ",184.45183,7.04697,5495.4,254.8,2.24,0.6,-2.08,0.12,145.3,126.57,3.26
J121752.86+070740.9,"spec-56287-HD121955N054017M01_sp15-158  ",184.47028,7.128031,6250.0,192.1,3.08,0.6,-2.58,0.21,20.5,1.75,7.81
J121803.23+320106.0,"spec-55919-B5591906_sp11-230            ",184.51347,32.018337,6436.1,186.2,3.28,0.66,-2.63,0.23,25.4,-94.66,8.05
J121808.65+184624.8,"spec-57136-HD121513N165426B01_sp11-071  ",184.53604,18.773554,5444.3,289.9,2.65,0.59,-2.15,0.14,17.5,38.72,7.98
J121815.18+283135.5,"spec-56013-B5601303_sp04-164            ",184.56325,28.526516,6024.1,202.1,3.06,0.65,-2.07,0.12,16.3,-97.49,5.14
J121817.10+082130.0,"spec-56329-HD121325N101544M01_sp07-221  ",184.57124,8.358326,5975.9,202.1,3.28,0.56,-2.24,0.17,31.8,373.6,6.82
J121817.75+295300.4,"spec-55940-B5594007_sp04-134            ",184.57394,29.883457,5959.9,210.0,3.35,0.6,-2.18,0.14,44.4,-82.76,6.42
J121823.19+395741.6,"spec-56359-HD121906N401846F01_sp04-148  ",184.59662,39.96155,6368.8,155.7,4.0,0.5,-2.1,0.18,17.2,45.57,9.38
J121824.66+062804.9,"spec-56287-HD121955N054017M01_sp15-191  ",184.60277,6.468038,6024.1,202.1,3.38,0.53,-2.03,0.12,18.6,140.94,7.65
J121831.85+315012.1,"spec-56746-HD121251N314746M01_sp09-230  ",184.63272,31.836702,5012.0,193.5,1.43,0.5,-2.2,0.25,45.6,-86.15,3.42
J121838.17+180943.1,"spec-56649-HD121513N165426V_sp09-075    ",184.65903,18.16198,6061.6,218.5,3.43,0.56,-2.08,0.12,46.5,60.66,4.05
J121845.03+153202.8,"spec-57136-HD121513N165426B01_sp07-120  ",184.68762,15.534111,6250.0,150.0,3.09,0.62,-2.38,0.17,107.0,58.36,3.65
J121847.01+145640.6,"spec-57136-HD121513N165426B01_sp07-242  ",184.69588,14.944601,6250.0,150.0,3.18,0.6,-2.07,0.17,58.2,46.91,4.13
J121850.10+355203.3,"spec-57052-HD122712N362227M01_sp10-059  ",184.70874,35.867577,5697.0,197.5,3.95,0.5,-2.29,0.12,28.6,-59.74,6.57
J121850.90+264224.6,"spec-57041-HD122624N271605B01_sp10-059  ",184.71207,26.706827,6111.2,136.5,3.32,0.52,-2.37,0.17,38.1,-6.11,5.1
J121850.91+264224.6,"spec-56304-HD122624N271605F01_sp10-059  ",184.71213,26.70683,6211.9,260.4,3.38,0.58,-2.29,0.17,44.9,-3.98,5.85
J121901.81+042312.4,"spec-56287-HD121955N054017M01_sp05-085  ",184.75754,4.386791,6250.0,150.0,3.02,0.63,-2.69,0.21,56.0,271.78,3.52
J121905.18+193155.6,"spec-56355-HD122805N202115F01_sp10-099  ",184.77159,19.532099,6209.9,210.0,3.21,0.61,-2.48,0.15,16.9,107.09,10.56
J121915.88+462101.1,"spec-57062-HD122233N482110V01_sp01-035  ",184.81616,46.350296,5551.9,182.2,2.14,0.69,-2.36,0.17,33.1,-23.24,4.42
J121927.97+150248.6,"spec-57136-HD121513N165426B01_sp07-212  ",184.86655,15.046836,6210.5,190.5,3.32,0.56,-2.07,0.17,45.0,73.54,5.55
J121939.82+285225.2,"spec-57041-HD122624N271605B01_sp16-191  ",184.9159,28.873655,5987.8,212.3,3.41,0.54,-2.07,0.12,18.0,99.66,7.38
J121943.28+245137.1,"spec-56424-HD122210N244625B01_sp04-168  ",184.93034,24.860308,5024.1,202.1,1.81,0.56,-2.65,0.17,84.1,41.53,2.87
J121953.63+323803.2,"spec-56746-HD121251N314746M01_sp13-175  ",184.97346,32.634235,6238.0,193.5,3.32,0.52,-2.13,0.14,37.1,133.3,5.65
J121955.12+330127.5,"spec-56306-HD123130N330054M01_sp14-035  ",184.97969,33.024315,5568.5,244.6,2.97,0.58,-2.13,0.12,48.4,-87.05,3.74
J121955.14+330127.4,"spec-57038-HD123130N330054B01_sp14-035  ",184.97974,33.024265,5586.2,245.1,3.25,0.53,-2.02,0.16,40.6,-85.84,4.14
J121957.40+074105.8,"spec-57017-HD121955N054017B01_sp11-197  ",184.98915,7.684937,6250.0,150.0,3.32,0.62,-2.6,0.21,17.6,184.52,6.49
J121958.90+252501.1,"spec-57041-HD122624N271605M01_sp02-147  ",184.99544,25.41697,6183.4,203.7,3.32,0.62,-2.08,0.14,18.8,-202.63,8.3
J122005.90+225550.0,"spec-56424-HD122210N244625M01_sp01-053  ",185.02457,22.930563,6209.9,210.0,3.21,0.61,-2.15,0.12,31.5,14.99,6.59
J122009.25+284427.0,"spec-57055-HD122624N271605V01_sp16-185  ",185.03856,28.740847,6053.0,197.5,3.33,0.5,-2.1,0.12,18.1,50.94,8.82
J122009.59+565451.7,"spec-56316-HD121650N561653M02_sp09-172  ",185.03995,56.914368,6347.4,136.2,2.29,0.67,-2.87,0.23,45.8,-68.74,4.49
J122010.65+261622.7,"spec-57041-HD122624N271605B01_sp10-171  ",185.04439,26.27296,5890.1,213.0,3.26,0.56,-2.06,0.12,17.9,-121.68,9.76
J122013.40+192806.0,"spec-56355-HD122805N202115B01_sp10-031  ",185.05583,19.46833,5690.5,251.7,2.6,0.7,-2.23,0.14,34.0,114.89,6.12
J122016.28+152406.1,"spec-56658-HD122946N143900B01_sp14-114  ",185.06784,15.401692,5625.0,306.0,4.06,0.38,-2.16,0.17,18.2,-33.61,10.1
J122021.22-072739.6,"spec-56686-HD122309S071756M01_sp03-189  ",185.08841,-7.461004,6313.9,186.2,3.36,0.51,-2.78,0.22,16.6,38.6,12.67
J122025.20+160400.7,"spec-57136-HD121513N165426B01_sp06-248  ",185.10501,16.06687,6197.0,197.5,3.21,0.6,-2.09,0.17,27.2,47.96,6.84
J122031.95+273453.8,"spec-55950-B5595005_sp14-061            ",185.13312,27.581612,6379.4,175.7,3.57,0.51,-2.89,0.24,17.1,108.75,7.42
J122043.12+230330.8,"spec-56424-HD122210N244625M01_sp01-070  ",185.17967,23.058563,5710.1,275.1,3.24,0.6,-2.32,0.12,23.7,-3.91,7.37
J122046.05+163705.5,"spec-57136-HD121513N165426B01_sp08-089  ",185.19186,16.618187,6347.4,136.2,3.48,0.57,-3.11,0.28,59.8,-76.27,3.21
J122050.56+495933.9,"spec-55923-F5592306_sp03-102            ",185.21066,49.992764,5575.7,224.2,3.09,0.54,-2.0,0.22,47.0,-68.97,4.22
J122050.65+310128.1,"spec-56746-HD121251N314746M01_sp06-190  ",185.21106,31.024475,5951.0,231.0,3.17,0.65,-2.35,0.15,17.6,104.94,9.84
J122053.46+423153.6,"spec-57031-HD122456N425117V01_sp03-006  ",185.22276,42.53155,4848.5,268.0,2.98,0.44,-3.18,0.2,56.9,-186.95,5.45
J122055.11+174201.4,"spec-57136-HD121513N165426B01_sp13-155  ",185.22963,17.700401,6168.6,208.9,3.38,0.58,-2.09,0.17,41.4,68.98,5.16
J122058.65-032819.1,"spec-56719-HD121616S031407M_sp08-094    ",185.24438,-3.471973,5949.4,183.4,3.58,0.55,-2.45,0.17,30.3,89.9,6.02
J122059.72+152501.7,"spec-57136-HD121513N165426B01_sp07-197  ",185.24883,15.417147,5276.0,189.6,1.83,0.55,-2.66,0.17,26.9,-48.54,6.44
J122100.43+172346.7,"spec-57136-HD121513N165426B01_sp13-242  ",185.25182,17.39631,6111.2,136.5,2.88,0.62,-2.66,0.24,32.4,61.29,6.01
J122100.95+421112.7,"spec-57059-HD121906N401846V01_sp11-067  ",185.25397,42.186855,4926.4,258.6,2.74,0.61,-2.23,0.22,28.2,-75.63,4.1
J122120.28+535455.9,"spec-55930-F5593003_sp07-166            ",185.33449,53.915535,6563.9,186.2,3.52,0.51,-2.56,0.16,25.1,20.56,9.6
J122123.05+405430.4,"spec-56359-HD121906N401846F01_sp09-163  ",185.34605,40.908447,6103.0,212.9,3.23,0.51,-2.14,0.14,16.5,-102.81,7.63
J122128.78+183345.2,"spec-56649-HD121513N165426V_sp12-010    ",185.3699,18.562565,5568.5,244.6,2.97,0.58,-2.02,0.16,60.0,155.02,4.35
J122128.87+310517.6,"spec-56746-HD121251N314746M01_sp06-182  ",185.3703,31.088219,6237.8,212.3,3.51,0.54,-2.29,0.12,16.8,-153.16,10.18
J122129.36+322112.1,"spec-56746-HD121251N314746M01_sp13-148  ",185.37234,32.353374,6183.4,203.7,3.38,0.58,-2.21,0.17,111.3,-77.75,3.16
J122129.37+322112.3,"spec-56306-HD123130N330054M01_sp10-080  ",185.37239,32.353405,5836.2,245.1,3.69,0.48,-2.24,0.12,37.8,-73.4,7.2
J122130.41+324719.9,"spec-56746-HD121251N314746M01_sp13-111  ",185.37672,32.78885,6040.1,210.0,3.53,0.49,-2.05,0.12,24.6,-43.77,7.24
J122133.46+090716.8,"spec-57012-HD121325N101544V01_sp06-109  ",185.3894,9.121344,5485.2,274.5,2.61,0.6,-2.22,0.12,195.0,75.32,2.63
J122138.22+154949.5,"spec-57136-HD121513N165426B01_sp06-003  ",185.40924,15.830403,6053.7,217.1,1.62,0.58,-2.52,0.21,22.1,90.75,8.34
J122138.25+071244.8,"spec-56287-HD121955N054017M01_sp11-066  ",185.4094,7.212449,6225.9,202.1,3.24,0.6,-2.24,0.14,23.1,-106.93,6.47
J122138.71+072840.2,"spec-56287-HD121955N054017M01_sp11-055  ",185.41127,7.477846,6000.0,192.1,3.18,0.58,-2.29,0.17,22.6,166.84,7.14
J122149.51+424452.3,"spec-57031-HD122456N425117V01_sp04-162  ",185.4563,42.747864,5375.0,259.0,2.32,0.57,-2.45,0.14,100.8,14.24,4.43
J122152.86+431603.9,"spec-56414-HD122456N425117M01_sp03-137  ",185.47025,43.267754,5725.5,220.8,3.13,0.55,-2.24,0.17,16.6,56.44,9.9
J122200.29+161745.2,"spec-57136-HD121513N165426B01_sp06-077  ",185.5012,16.295881,6038.1,260.4,2.75,0.67,-2.36,0.19,21.5,-57.64,13.4
J122206.25+271727.2,"spec-57041-HD122624N271605B01_sp03-170  ",185.52605,27.290884,6067.2,157.4,3.7,0.55,-2.21,0.17,26.9,82.5,8.51
J122206.25+271727.4,"spec-56304-HD122624N271605F01_sp03-182  ",185.52605,27.29094,5947.0,197.5,4.03,0.43,-2.28,0.17,28.7,90.5,7.51
J122211.07+174430.2,"spec-57136-HD121513N165426B01_sp13-165  ",185.54611,17.741714,5725.9,202.1,2.87,0.57,-2.44,0.17,19.2,56.61,7.7
J122214.78+313507.8,"spec-57033-HD123130N330054V01_sp02-154  ",185.56158,31.585491,5598.4,229.9,2.46,0.56,-2.15,0.12,165.1,-18.9,2.9
J122214.86+260715.4,"spec-56424-HD122210N244625M01_sp15-049  ",185.56194,26.120937,6250.0,150.0,3.48,0.57,-2.58,0.24,23.9,-132.85,7.61
J122215.15+324418.1,"spec-57038-HD123130N330054B01_sp10-018  ",185.56313,32.738377,4745.4,254.8,1.68,0.52,-2.73,0.17,35.5,-38.75,3.95
J122217.89+044557.3,"spec-57064-HD121955N054017B02_sp08-161  ",185.57452,4.765903,6199.4,183.4,3.05,0.69,-2.77,0.26,79.8,-95.75,4.05
J122228.31+383405.3,"spec-56359-HD121906N401846F01_sp07-040  ",185.61795,38.56814,5918.6,208.9,3.82,0.46,-2.31,0.17,42.1,-85.12,8.35
J122229.28+164442.5,"spec-57136-HD121513N165426B01_sp13-092  ",185.62202,16.745138,6329.2,188.5,3.32,0.57,-2.19,0.12,27.0,-142.96,7.07
J122231.09+314134.0,"spec-56746-HD121251N314746M01_sp06-055  ",185.62953,31.692787,6224.0,189.6,3.21,0.58,-2.28,0.17,46.4,32.08,5.46
J122232.46+451535.2,"spec-56414-HD122456N425117M01_sp11-146  ",185.63525,45.25978,5262.0,193.5,2.89,0.42,-2.35,0.17,29.1,-44.53,6.18
J122235.31+370748.3,"spec-57052-HD122712N362227M01_sp15-055  ",185.64713,37.130074,6070.0,224.0,3.3,0.63,-2.11,0.17,33.8,155.11,5.95
J122238.08+204544.2,"spec-56355-HD122805N202115F01_sp03-112  ",185.65866,20.762264,6198.1,182.2,3.56,0.58,-2.3,0.17,26.3,-14.73,6.45
J122243.14+363158.5,"spec-57052-HD122712N362227M01_sp03-161  ",185.67975,36.53291,6250.0,150.0,3.54,0.5,-2.21,0.17,20.2,-63.31,10.02
J122252.22+204208.1,"spec-56355-HD122805N202115F01_sp03-117  ",185.71758,20.702257,6211.9,260.4,3.52,0.57,-2.3,0.18,27.1,118.22,8.11
J122252.68+280909.5,"spec-56304-HD122624N271605F01_sp15-243  ",185.7195,28.152645,6183.4,203.7,3.32,0.62,-2.15,0.14,28.2,-85.73,7.44
J122257.51+402345.9,"spec-56359-HD121906N401846M01_sp09-014  ",185.73961,40.396095,5201.0,231.0,1.33,0.5,-2.18,0.14,32.6,-27.62,3.69
J122306.96+362303.9,"spec-57052-HD122712N362227M01_sp03-167  ",185.77899,36.38441,5918.6,208.9,3.89,0.5,-2.25,0.14,19.0,-0.14,10.72
J122307.49+154411.5,"spec-57136-HD121513N165426B01_sp06-112  ",185.78123,15.736537,5898.7,250.9,3.14,0.67,-2.17,0.17,36.2,210.51,6.66
J122313.93+365542.0,"spec-57052-HD122712N362227M01_sp03-207  ",185.80803,36.928333,5554.7,239.7,2.76,0.61,-2.13,0.12,23.3,98.77,9.31
J122326.72+442503.3,"spec-56414-HD122456N425117F01_sp11-085  ",185.86134,44.41758,5987.8,212.3,3.18,0.65,-2.29,0.12,10.7,29.16,5.48
J122328.00+173131.7,"spec-57136-HD121513N165426B01_sp13-128  ",185.86665,17.52547,5485.2,274.5,2.39,0.64,-2.15,0.15,58.8,-170.94,3.91
J122332.90+320646.2,"spec-56306-HD123130N330054M01_sp10-045  ",185.88708,32.112827,5875.0,259.0,3.84,0.49,-2.23,0.12,22.2,155.66,10.03
J122338.18+334559.5,"spec-56306-HD123130N330054M01_sp14-207  ",185.90909,33.766533,6250.0,150.0,3.24,0.6,-2.36,0.17,35.6,-122.58,4.94
J122338.73+144116.0,"spec-57085-HD122946N143900V01_sp10-232  ",185.91139,14.687764,6063.9,186.2,2.28,0.71,-2.21,0.17,27.8,34.31,3.67
J122347.57+005125.0,"spec-56285-HD122600N020231B01_sp05-247  ",185.9482,0.85695,5711.9,260.4,4.01,0.41,-2.56,0.22,22.4,164.33,6.4
J122356.98+175201.6,"spec-57136-HD121513N165426B01_sp12-211  ",185.98743,17.867119,5913.8,245.1,3.47,0.51,-2.18,0.12,14.1,83.97,10.42
J122359.09+484959.0,"spec-55923-F5592306_sp05-197            ",185.9962,48.83305,6422.6,170.3,3.51,0.51,-2.54,0.2,26.6,-144.29,7.66
J122404.35+163829.1,"spec-57136-HD121513N165426B01_sp06-058  ",186.01811,16.64142,5809.5,251.7,3.79,0.47,-2.24,0.12,22.0,-8.85,7.45
J122414.33+272057.3,"spec-56304-HD122624N271605F01_sp04-161  ",186.05971,27.349243,6179.9,128.6,3.29,0.53,-2.7,0.22,38.8,-21.03,5.14
J122417.81+254121.2,"spec-56304-HD122624N271605F01_sp02-071  ",186.0742,25.689228,5444.3,289.9,2.74,0.52,-2.15,0.17,37.1,27.09,4.75
J122418.82+420642.3,"spec-56414-HD122456N425117M01_sp05-169  ",186.0784,42.111744,5598.5,268.0,3.88,0.5,-2.87,0.12,25.7,-15.71,5.72
J122428.61+343417.2,"spec-57033-HD122712N362227V01_sp01-059  ",186.11919,34.571453,5224.0,189.6,2.05,0.57,-2.79,0.19,65.9,-103.48,2.62
J122429.57+423209.7,"spec-56414-HD122456N425117F01_sp04-149  ",186.1232,42.53602,6250.0,150.0,2.96,0.69,-2.24,0.17,23.9,-47.02,7.29
J122439.82+502006.0,"spec-55923-F5592306_sp15-244            ",186.16591,50.334988,5704.8,244.5,2.48,0.65,-2.14,0.12,58.3,-9.99,3.88
J122444.24+313328.9,"spec-57033-HD123130N330054V01_sp02-040  ",186.18433,31.558016,5500.0,192.1,2.42,0.57,-2.5,0.17,31.0,41.64,3.42
J122445.85-010822.9,"spec-56675-HD123204S014620V01_sp14-209  ",186.19106,-1.139702,6197.0,197.5,3.26,0.57,-2.06,0.17,29.5,57.86,3.34
J122448.44+324556.1,"spec-56306-HD123130N330054M01_sp03-081  ",186.20184,32.765575,6250.0,150.0,3.59,0.6,-2.51,0.2,28.9,-6.23,7.48
J122448.45+324556.1,"spec-57038-HD123130N330054B01_sp03-081  ",186.20186,32.765575,6375.0,135.5,3.46,0.51,-2.5,0.2,26.9,30.57,7.54
J122449.26+263520.4,"spec-57041-HD122624N271605M01_sp05-170  ",186.20526,26.58901,5774.1,202.1,2.95,0.57,-2.04,0.12,15.6,-133.02,9.47
J122449.44+252245.4,"spec-57055-HD122624N271605V01_sp01-053  ",186.206,25.379267,6500.0,150.0,3.71,0.49,-2.52,0.21,75.7,186.75,3.49
J122449.45+252245.6,"spec-55966-B5596605_sp05-124            ",186.20604,25.379322,6347.4,136.2,3.52,0.53,-2.7,0.21,110.0,185.47,2.85
J122453.96+233244.5,"spec-56424-HD122210N244625B01_sp08-195  ",186.22484,23.545696,5598.4,229.9,2.46,0.56,-2.06,0.12,100.3,37.3,3.25
J122455.14+194316.6,"spec-56355-HD122805N202115F01_sp03-002  ",186.22974,19.72127,5487.8,212.3,3.05,0.57,-2.33,0.17,59.5,-40.97,4.09
J122457.49+332230.9,"spec-56306-HD123130N330054M01_sp03-114  ",186.23953,33.375256,5974.0,189.6,3.35,0.52,-2.31,0.17,33.2,14.58,3.65
J122506.04+421756.8,"spec-56359-HD121906N401846M01_sp12-029  ",186.27516,42.299107,6170.8,188.5,3.23,0.58,-2.1,0.17,23.1,-38.19,4.9
J122506.05+421756.8,"spec-57031-HD122456N425117B01_sp05-114  ",186.2752,42.299118,5813.9,186.2,2.35,0.74,-2.45,0.19,59.9,-23.12,2.89
J122511.80+214808.1,"spec-56355-HD122805N202115F01_sp15-168  ",186.2992,21.802248,6184.5,183.3,3.49,0.5,-2.27,0.17,24.4,37.84,7.11
J122512.04+490556.8,"spec-57062-HD122233N482110B01_sp09-159  ",186.30016,49.09911,5495.4,254.8,2.92,0.62,-2.0,0.14,31.9,-221.41,3.14
J122512.05+490557.1,"spec-55923-F5592306_sp03-007            ",186.30022,49.0992,5485.2,274.5,2.86,0.58,-2.07,0.13,50.4,-229.83,4.28
J122517.51+255147.1,"spec-57041-HD122624N271605M01_sp05-077  ",186.32297,25.863073,6211.9,260.4,3.66,0.52,-2.43,0.21,26.8,42.52,8.91
J122520.74-011158.6,"spec-56675-HD123204S014620V01_sp14-155  ",186.33643,-1.199607,5987.8,212.3,3.18,0.65,-2.15,0.12,33.4,314.59,3.78
J122527.32+034431.9,"spec-56287-HD121955N054017M01_sp07-218  ",186.36385,3.742208,6026.0,189.6,3.11,0.6,-2.35,0.19,20.1,162.12,8.59
J122529.67-045215.5,"spec-56657-HD122309S071756V01_sp11-029  ",186.37361,-4.870966,4980.0,233.8,2.21,0.53,-2.38,0.17,52.8,242.27,4.08
J122530.64+285126.0,"spec-57041-HD122624N271605M01_sp11-085  ",186.37766,28.857224,5860.7,252.9,4.18,0.38,-2.08,0.17,30.1,-59.86,6.89
J122533.92+274641.2,"spec-55950-B5595005_sp03-134            ",186.39133,27.778122,5250.0,203.1,1.99,0.56,-2.61,0.17,44.7,-208.94,3.89
J122533.93+274641.2,"spec-56304-HD122624N271605F01_sp04-039  ",186.39136,27.778097,5224.0,189.6,1.76,0.52,-2.46,0.17,58.7,-212.36,3.28
J122540.99+402450.1,"spec-57059-HD121906N401846V01_sp09-239  ",186.42078,40.41393,6183.4,203.7,3.32,0.62,-2.02,0.14,48.2,-34.73,3.19
J122541.29+322452.5,"spec-56306-HD123130N330054M01_sp03-231  ",186.42206,32.414577,5898.7,250.9,4.16,0.39,-2.16,0.17,27.8,83.41,8.06
J122543.81+361605.8,"spec-57052-HD122712N362227M01_sp04-192  ",186.43256,36.268272,5805.7,117.1,3.35,0.6,-2.46,0.19,37.0,-146.97,6.73
J122543.86+153043.9,"spec-56658-HD122946N143900B01_sp15-058  ",186.43275,15.5122,5933.4,203.7,3.93,0.47,-2.13,0.17,21.6,54.16,5.91
J122545.06+560217.0,"spec-55930-F5593003_sp08-093            ",186.43774,56.038063,6024.1,202.1,2.88,0.53,-2.03,0.12,15.0,-176.58,9.84
J122547.53+050932.1,"spec-57064-HD121955N054017B02_sp06-085  ",186.44803,5.158911,5959.9,210.0,3.81,0.53,-2.39,0.21,20.8,35.99,5.59
J122558.04+435011.8,"spec-57031-HD122456N425117B01_sp15-130  ",186.49182,43.836617,5813.9,186.2,2.45,0.73,-2.47,0.19,56.5,62.3,3.15
J122559.02+062022.9,"spec-57064-HD121955N054017B02_sp13-233  ",186.4959,6.339696,6170.8,188.5,3.46,0.57,-2.07,0.17,64.4,-86.33,5.94
J122600.60+205541.3,"spec-56355-HD122805N202115F01_sp03-148  ",186.50249,20.928144,5860.7,252.9,2.49,0.62,-2.66,0.29,20.1,87.74,7.24
J122606.19+404535.7,"spec-57031-HD122456N425117B01_sp01-083  ",186.52579,40.75992,6199.4,183.4,3.15,0.62,-2.33,0.17,37.9,-20.23,3.08
J122606.20+404535.7,"spec-56414-HD122456N425117M01_sp01-083  ",186.52583,40.759914,6050.6,183.4,2.84,0.72,-2.22,0.17,37.4,-20.02,6.86
J122618.96+232317.6,"spec-56424-HD122210N244625B01_sp07-102  ",186.579,23.388212,4991.9,242.6,1.02,0.49,-2.25,0.17,128.7,132.82,3.48
J122623.84+150248.5,"spec-56658-HD122946N143900B01_sp03-201  ",186.59932,15.046816,6250.0,150.0,3.4,0.64,-2.4,0.17,91.3,295.97,4.34
J122635.01+155632.2,"spec-56658-HD122946N143900B01_sp15-159  ",186.64586,15.942269,6500.0,150.0,3.04,0.62,-2.44,0.21,67.0,75.73,3.68
J122636.25+211555.5,"spec-56355-HD122805N202115M01_sp15-005  ",186.65102,21.26541,5825.7,224.2,3.25,0.53,-2.05,0.12,28.5,-119.19,5.17
J122637.64+162500.2,"spec-56658-HD122946N143900B01_sp16-074  ",186.65683,16.416733,5987.8,212.3,3.38,0.58,-2.05,0.12,24.7,-12.99,7.65
J122638.62+364104.5,"spec-57052-HD122712N362227M01_sp04-027  ",186.6609,36.684574,6168.6,208.9,3.38,0.58,-2.09,0.17,20.2,-31.3,9.29
J122642.32+405239.3,"spec-56414-HD122456N425117F01_sp01-113  ",186.67633,40.87759,6061.6,218.5,3.41,0.54,-2.16,0.12,22.4,-61.75,6.92
J122642.49+154850.3,"spec-56658-HD122946N143900B01_sp15-095  ",186.67705,15.81398,5811.5,149.3,3.3,0.63,-2.52,0.21,30.3,124.41,5.88
J122645.95+230949.9,"spec-56424-HD122210N244625M01_sp07-125  ",186.69145,23.163855,6012.2,212.3,2.89,0.66,-2.18,0.12,21.1,-35.07,10.08
J122650.85+240354.7,"spec-56424-HD122210N244625M01_sp08-141  ",186.71187,24.065195,6170.8,188.5,3.51,0.51,-2.14,0.17,31.1,-256.26,5.95
J122655.39+383617.9,"spec-57052-HD122712N362227M01_sp11-144  ",186.73077,38.60496,5040.1,210.0,1.65,0.6,-2.5,0.18,28.8,-19.59,5.71
J122656.96+271356.5,"spec-55950-B5595005_sp04-196            ",186.73735,27.232351,6262.2,212.3,3.65,0.49,-2.21,0.12,35.6,-23.7,5.54
J122703.59+545008.3,"spec-57018-HD121650N561653V01_sp07-192  ",186.76495,54.835648,6303.0,197.5,3.03,0.56,-2.06,0.12,15.7,-117.27,6.55
J122704.53+161727.2,"spec-56658-HD122946N143900B01_sp16-110  ",186.76886,16.29088,5466.2,209.3,4.08,0.37,-2.56,0.18,30.3,257.91,5.42
J122705.23+314518.6,"spec-56306-HD123130N330054M01_sp05-224  ",186.7718,31.755157,6276.0,189.6,3.04,0.62,-2.62,0.24,18.5,288.96,6.95
J122710.25+272034.5,"spec-55966-B5596605_sp09-092            ",186.79271,27.34292,6000.0,203.1,3.06,0.65,-2.19,0.14,18.9,-106.6,6.41
J122711.99+404036.4,"spec-56414-HD122456N425117M01_sp01-011  ",186.79997,40.676777,5774.1,202.1,2.51,0.68,-2.29,0.13,16.4,-49.09,11.46
J122713.47+273609.7,"spec-56304-HD122624N271605F01_sp04-062  ",186.80612,27.602686,6000.0,150.0,3.03,0.68,-2.45,0.17,33.6,-139.82,5.25
J122726.12+275646.7,"spec-57041-HD122624N271605M01_sp15-103  ",186.85883,27.946304,5933.4,203.7,3.84,0.54,-2.35,0.18,44.2,-110.52,5.11
J122736.33+021233.4,"spec-56285-HD122600N020231M01_sp04-233  ",186.90138,2.209266,6238.0,193.5,3.32,0.52,-2.18,0.14,20.9,158.31,6.5
J122737.36+170037.5,"spec-56658-HD122946N143900B01_sp11-165  ",186.90565,17.010403,6347.4,136.2,3.68,0.47,-2.78,0.26,20.1,140.41,10.27
J122739.22+410318.5,"spec-56414-HD122456N425117F01_sp01-101  ",186.9134,41.055153,6197.0,197.5,3.38,0.58,-2.06,0.17,24.2,-30.64,9.01
J122748.39+570629.4,"spec-55948-F5594805_sp06-051            ",186.95163,57.108173,6012.2,212.3,2.92,0.62,-2.21,0.12,25.9,-15.88,11.33
J122748.84+245810.8,"spec-56424-HD122210N244625M01_sp09-140  ",186.95348,24.969666,6184.5,183.3,3.37,0.57,-2.11,0.17,28.0,-45.04,5.6
J122753.87+082007.1,"spec-56722-HD123302N101744B01_sp02-208  ",186.97447,8.335313,5696.9,283.0,3.21,0.47,-2.11,0.12,18.0,-17.36,9.78
J122756.65+230014.6,"spec-56424-HD122210N244625M01_sp07-065  ",186.98605,23.004047,5720.5,254.5,3.6,0.46,-2.11,0.12,22.0,37.6,8.19
J122757.22+125150.3,"spec-57085-HD122946N143900V01_sp01-054  ",186.98842,12.863975,5274.1,202.1,3.04,0.51,-2.49,0.17,32.3,-21.18,3.4
J122801.89+081216.2,"spec-56722-HD123302N101744B01_sp02-204  ",187.00787,8.204502,5947.0,197.5,4.06,0.38,-2.24,0.17,17.0,90.96,10.45
J122804.77+013832.9,"spec-56285-HD122600N020231B01_sp08-226  ",187.01987,1.64247,5012.0,193.5,1.75,0.47,-2.44,0.17,57.4,96.62,2.86
J122808.27+105752.4,"spec-56722-HD123302N101744B01_sp15-068  ",187.03445,10.964547,6287.3,135.1,3.65,0.58,-2.6,0.21,23.2,83.81,8.01
J122810.59+384059.8,"spec-56359-HD121906N401846F01_sp07-078  ",187.04411,38.683266,5813.9,186.2,1.99,0.68,-2.37,0.17,27.5,-9.44,5.96
J122812.42-053140.6,"spec-56686-HD122309S071756M01_sp12-037  ",187.05177,-5.527958,6163.8,245.1,3.41,0.54,-2.24,0.12,15.0,64.41,8.9
